# sequana_coverage thresholds:-3.00,3.00,0.50,0.50 window_size:2001 circular:True gc_window_size:201
# JB409847: [{'mu': 0.85606077220333165, 'sigma': 0.24990500986642308, 'pi': 0.2154707467087344}, {'mu': 1.0075128899677164, 'sigma': 0.049589144912210725, 'pi': 0.78452925329126555}]
chr,pos,cov,gc,rm,scale,zscore
JB409847,6279,820,0.557,774,1.06,1.05
JB409847,6280,820,0.562,774,1.06,1.05
JB409847,6281,821,0.562,774,1.06,1.07
JB409847,6282,823,0.562,774,1.06,1.13
JB409847,6283,820,0.562,774,1.06,1.05
JB409847,6284,821,0.557,774,1.06,1.07
JB409847,6285,821,0.557,774,1.06,1.07
JB409847,6286,827,0.557,774,1.07,1.23
JB409847,6287,829,0.557,774,1.07,1.28
JB409847,6288,829,0.562,774,1.07,1.28
JB409847,6289,829,0.557,774,1.07,1.28
JB409847,6290,829,0.557,774,1.07,1.28
JB409847,6291,829,0.552,774,1.07,1.28
JB409847,6292,832,0.552,774,1.07,1.36
JB409847,6293,834,0.552,774,1.08,1.41
JB409847,6294,832,0.557,774,1.07,1.36
JB409847,6295,834,0.557,774,1.08,1.41
JB409847,6296,834,0.552,774,1.08,1.41
JB409847,6297,835,0.547,774,1.08,1.44
JB409847,6298,839,0.547,774,1.08,1.54
JB409847,6299,838,0.542,774,1.08,1.52
JB409847,6300,846,0.542,774,1.09,1.72
JB409847,6301,848,0.537,774,1.1,1.78
JB409847,6302,849,0.532,774,1.1,1.8
JB409847,6303,850,0.532,774,1.1,1.83
JB409847,6304,853,0.532,774,1.1,1.91
JB409847,6305,857,0.537,774,1.11,2.01
JB409847,6306,857,0.537,774,1.11,2.01
JB409847,6307,857,0.537,774,1.11,2.01
JB409847,6308,855,0.532,774,1.1,1.96
JB409847,6309,855,0.527,774,1.1,1.96
JB409847,6310,857,0.527,774,1.11,2.01
JB409847,6311,858,0.527,774,1.11,2.04
JB409847,6312,857,0.532,774,1.11,2.01
JB409847,6313,857,0.532,775,1.11,1.98
JB409847,6314,857,0.527,775,1.11,1.98
JB409847,6315,862,0.522,775,1.11,2.11
JB409847,6316,870,0.522,775,1.12,2.32
JB409847,6317,872,0.522,775,1.13,2.37
JB409847,6318,872,0.522,775,1.13,2.37
JB409847,6319,869,0.527,775,1.12,2.29
JB409847,6320,875,0.522,775,1.13,2.45
JB409847,6321,877,0.527,775,1.13,2.5
JB409847,6322,880,0.527,775,1.14,2.58
JB409847,6323,880,0.527,775,1.14,2.58
JB409847,6324,882,0.527,775,1.14,2.63
JB409847,6325,881,0.527,775,1.14,2.61
JB409847,6326,884,0.527,776,1.14,2.66
JB409847,6327,884,0.522,776,1.14,2.66
JB409847,6328,885,0.522,776,1.14,2.68
JB409847,6329,888,0.527,776,1.14,2.76
JB409847,6330,895,0.527,776,1.15,2.94
JB409847,6331,899,0.527,776,1.16,3.04
JB409847,6332,897,0.527,776,1.16,2.99
JB409847,6333,896,0.527,776,1.15,2.97
JB409847,6334,898,0.527,776,1.16,3.02
JB409847,6335,895,0.532,776,1.15,2.94
JB409847,6336,897,0.527,776,1.16,2.99
JB409847,6337,896,0.532,776,1.15,2.97
JB409847,6338,898,0.527,777,1.16,2.99
JB409847,6339,896,0.522,777,1.15,2.94
JB409847,6340,897,0.522,777,1.15,2.96
JB409847,6341,894,0.522,777,1.15,2.89
JB409847,6342,893,0.522,777,1.15,2.86
JB409847,6343,893,0.527,777,1.15,2.86
JB409847,6344,893,0.522,777,1.15,2.86
JB409847,6345,894,0.517,777,1.15,2.89
JB409847,6346,891,0.512,777,1.15,2.81
JB409847,6347,892,0.512,777,1.15,2.83
JB409847,6348,895,0.512,777,1.15,2.91
JB409847,6349,892,0.512,777,1.15,2.83
JB409847,6350,896,0.512,777,1.15,2.94
JB409847,6351,896,0.517,777,1.15,2.94
JB409847,6352,896,0.512,777,1.15,2.94
JB409847,6353,903,0.512,778,1.16,3.09
JB409847,6354,902,0.507,778,1.16,3.06
JB409847,6355,900,0.507,778,1.16,3.01
JB409847,6356,905,0.507,778,1.16,3.14
JB409847,6357,906,0.507,778,1.16,3.17
JB409847,6358,905,0.502,778,1.16,3.14
JB409847,6359,902,0.507,778,1.16,3.06
JB409847,6360,903,0.502,778,1.16,3.09
JB409847,6361,902,0.502,779,1.16,3.03
JB409847,6362,902,0.502,779,1.16,3.03
JB409847,6363,911,0.502,779,1.17,3.27
JB409847,6364,914,0.502,779,1.17,3.34
JB409847,6365,917,0.498,779,1.18,3.42
JB409847,6366,916,0.493,779,1.18,3.39
JB409847,6367,918,0.498,779,1.18,3.45
JB409847,6368,914,0.502,779,1.17,3.34
JB409847,6369,914,0.502,779,1.17,3.34
JB409847,6370,915,0.502,780,1.17,3.34
JB409847,6371,916,0.498,780,1.17,3.36
JB409847,6372,916,0.502,780,1.17,3.36
JB409847,6373,913,0.502,780,1.17,3.29
JB409847,6374,913,0.498,780,1.17,3.29
JB409847,6375,910,0.498,780,1.17,3.21
JB409847,6376,912,0.502,780,1.17,3.26
JB409847,6377,915,0.507,780,1.17,3.34
JB409847,6378,912,0.507,780,1.17,3.26
JB409847,6379,915,0.502,781,1.17,3.31
JB409847,6380,913,0.502,781,1.17,3.26
JB409847,6381,910,0.502,781,1.17,3.18
JB409847,6382,913,0.502,781,1.17,3.26
JB409847,6383,913,0.507,781,1.17,3.26
JB409847,6384,909,0.507,781,1.16,3.15
JB409847,6385,906,0.507,781,1.16,3.08
JB409847,6386,903,0.507,781,1.16,3
JB409847,6387,900,0.502,781,1.15,2.92
JB409847,6388,898,0.507,781,1.15,2.87
JB409847,6389,897,0.507,781,1.15,2.84
JB409847,6390,897,0.502,781,1.15,2.84
JB409847,6391,897,0.502,781,1.15,2.84
JB409847,6392,896,0.502,781,1.15,2.82
JB409847,6393,896,0.507,781,1.15,2.82
JB409847,6394,898,0.502,782,1.15,2.84
JB409847,6395,899,0.498,782,1.15,2.87
JB409847,6396,897,0.498,782,1.15,2.81
JB409847,6397,897,0.493,782,1.15,2.81
JB409847,6398,897,0.493,782,1.15,2.81
JB409847,6399,891,0.488,783,1.14,2.63
JB409847,6400,895,0.488,783,1.14,2.73
JB409847,6401,896,0.488,783,1.14,2.76
JB409847,6402,896,0.483,783,1.14,2.76
JB409847,6403,893,0.483,783,1.14,2.68
JB409847,6404,893,0.478,783,1.14,2.68
JB409847,6405,890,0.483,784,1.14,2.57
JB409847,6406,886,0.478,785,1.13,2.44
JB409847,6407,888,0.483,785,1.13,2.49
JB409847,6408,885,0.483,785,1.13,2.42
JB409847,6409,885,0.483,785,1.13,2.42
JB409847,6410,883,0.488,785,1.12,2.37
JB409847,6411,879,0.483,785,1.12,2.26
JB409847,6412,882,0.478,785,1.12,2.34
JB409847,6413,880,0.478,785,1.12,2.29
JB409847,6414,879,0.478,785,1.12,2.26
JB409847,6415,881,0.478,785,1.12,2.31
JB409847,6416,881,0.478,785,1.12,2.31
JB409847,6417,878,0.478,785,1.12,2.24
JB409847,6418,878,0.478,786,1.12,2.21
JB409847,6419,876,0.473,786,1.11,2.16
JB409847,6420,874,0.473,786,1.11,2.11
JB409847,6421,875,0.478,787,1.11,2.1
JB409847,6422,878,0.478,787,1.12,2.18
JB409847,6423,879,0.478,787,1.12,2.21
JB409847,6424,881,0.473,787,1.12,2.26
JB409847,6425,884,0.473,787,1.12,2.33
JB409847,6426,882,0.473,787,1.12,2.28
JB409847,6427,881,0.468,788,1.12,2.23
JB409847,6428,885,0.468,788,1.12,2.33
JB409847,6429,885,0.463,788,1.12,2.33
JB409847,6430,885,0.468,788,1.12,2.33
JB409847,6431,886,0.463,789,1.12,2.33
JB409847,6432,884,0.463,789,1.12,2.28
JB409847,6433,878,0.458,789,1.11,2.12
JB409847,6434,880,0.453,789,1.12,2.17
JB409847,6435,876,0.448,790,1.11,2.04
JB409847,6436,874,0.448,790,1.11,1.99
JB409847,6437,872,0.448,791,1.1,1.91
JB409847,6438,875,0.448,792,1.1,1.96
JB409847,6439,874,0.443,792,1.1,1.94
JB409847,6440,874,0.438,792,1.1,1.94
JB409847,6441,873,0.433,792,1.1,1.91
JB409847,6442,873,0.433,792,1.1,1.91
JB409847,6443,871,0.428,792,1.1,1.86
JB409847,6444,872,0.433,793,1.1,1.86
JB409847,6445,868,0.438,793,1.09,1.76
JB409847,6446,866,0.443,794,1.09,1.68
JB409847,6447,866,0.443,794,1.09,1.68
JB409847,6448,863,0.443,794,1.09,1.6
JB409847,6449,862,0.443,795,1.08,1.55
JB409847,6450,859,0.438,796,1.08,1.44
JB409847,6451,859,0.438,796,1.08,1.44
JB409847,6452,859,0.433,797,1.08,1.42
JB409847,6453,859,0.433,797,1.08,1.42
JB409847,6454,855,0.428,797,1.07,1.32
JB409847,6455,856,0.433,798,1.07,1.31
JB409847,6456,853,0.433,798,1.07,1.24
JB409847,6457,850,0.433,798,1.07,1.16
JB409847,6458,851,0.428,799,1.07,1.16
JB409847,6459,850,0.433,799,1.06,1.14
JB409847,6460,846,0.438,799,1.06,1.03
JB409847,6461,849,0.438,800,1.06,1.08
JB409847,6462,851,0.438,800,1.06,1.13
JB409847,6463,851,0.438,800,1.06,1.13
JB409847,6464,853,0.433,801,1.06,1.16
JB409847,6465,853,0.428,802,1.06,1.13
JB409847,6466,855,0.428,802,1.07,1.18
JB409847,6467,851,0.428,802,1.06,1.08
JB409847,6468,851,0.428,802,1.06,1.08
JB409847,6469,850,0.428,802,1.06,1.06
JB409847,6470,852,0.433,803,1.06,1.08
JB409847,6471,847,0.433,803,1.05,0.953
JB409847,6472,845,0.428,803,1.05,0.903
JB409847,6473,843,0.428,805,1.05,0.8
JB409847,6474,842,0.433,805,1.05,0.775
JB409847,6475,843,0.428,807,1.04,0.748
JB409847,6476,842,0.433,808,1.04,0.697
JB409847,6477,844,0.433,808,1.04,0.747
JB409847,6478,843,0.438,808,1.04,0.722
JB409847,6479,844,0.438,809,1.04,0.721
JB409847,6480,843,0.433,809,1.04,0.696
JB409847,6481,841,0.433,809,1.04,0.646
JB409847,6482,841,0.433,809,1.04,0.646
JB409847,6483,839,0.433,809,1.04,0.596
JB409847,6484,840,0.433,810,1.04,0.595
JB409847,6485,843,0.433,810,1.04,0.67
JB409847,6486,842,0.428,811,1.04,0.619
JB409847,6487,839,0.428,811,1.03,0.545
JB409847,6488,838,0.433,811,1.03,0.52
JB409847,6489,836,0.428,811,1.03,0.47
JB409847,6490,839,0.433,812,1.03,0.519
JB409847,6491,838,0.428,812,1.03,0.494
JB409847,6492,835,0.428,812,1.03,0.42
JB409847,6493,834,0.423,812,1.03,0.395
JB409847,6494,828,0.418,813,1.02,0.221
JB409847,6495,831,0.418,813,1.02,0.295
JB409847,6496,832,0.418,813,1.02,0.32
JB409847,6497,831,0.423,814,1.02,0.27
JB409847,6498,831,0.428,814,1.02,0.27
JB409847,6499,827,0.428,815,1.01,0.145
JB409847,6500,824,0.433,816,1.01,0.0462
JB409847,6501,823,0.428,816,1.01,0.0215
JB409847,6502,823,0.433,816,1.01,0.0215
JB409847,6503,819,0.433,816,1,-0.0774
JB409847,6504,821,0.428,816,1.01,-0.0279
JB409847,6505,819,0.428,817,1,-0.102
JB409847,6506,818,0.423,817,1,-0.127
JB409847,6507,816,0.428,818,0.998,-0.201
JB409847,6508,816,0.423,818,0.998,-0.201
JB409847,6509,820,0.428,818,1,-0.102
JB409847,6510,822,0.428,818,1,-0.0529
JB409847,6511,821,0.423,818,1,-0.0775
JB409847,6512,822,0.428,819,1,-0.0776
JB409847,6513,820,0.423,819,1,-0.127
JB409847,6514,825,0.428,819,1.01,-0.00377
JB409847,6515,816,0.428,819,0.996,-0.225
JB409847,6516,814,0.428,819,0.994,-0.275
JB409847,6517,818,0.428,820,0.998,-0.201
JB409847,6518,817,0.423,820,0.996,-0.225
JB409847,6519,816,0.428,820,0.995,-0.25
JB409847,6520,813,0.428,820,0.991,-0.324
JB409847,6521,812,0.428,820,0.99,-0.348
JB409847,6522,809,0.423,820,0.987,-0.422
JB409847,6523,802,0.423,821,0.977,-0.618
JB409847,6524,796,0.428,821,0.97,-0.766
JB409847,6525,792,0.428,821,0.965,-0.864
JB409847,6526,794,0.428,821,0.967,-0.815
JB409847,6527,794,0.423,821,0.967,-0.815
JB409847,6528,794,0.423,821,0.967,-0.815
JB409847,6529,793,0.418,821,0.966,-0.839
JB409847,6530,788,0.418,821,0.96,-0.962
JB409847,6531,785,0.413,822,0.955,-1.06
JB409847,6532,785,0.418,822,0.955,-1.06
JB409847,6533,781,0.413,822,0.95,-1.16
JB409847,6534,781,0.408,822,0.95,-1.16
JB409847,6535,785,0.408,823,0.954,-1.08
JB409847,6536,790,0.408,823,0.96,-0.96
JB409847,6537,789,0.408,823,0.959,-0.985
JB409847,6538,787,0.408,823,0.956,-1.03
JB409847,6539,786,0.408,824,0.954,-1.08
JB409847,6540,787,0.408,825,0.954,-1.08
JB409847,6541,785,0.408,826,0.95,-1.15
JB409847,6542,786,0.408,827,0.95,-1.15
JB409847,6543,785,0.403,827,0.949,-1.18
JB409847,6544,782,0.403,828,0.944,-1.27
JB409847,6545,783,0.408,829,0.945,-1.27
JB409847,6546,787,0.408,829,0.949,-1.17
JB409847,6547,788,0.408,829,0.951,-1.15
JB409847,6548,797,0.403,829,0.961,-0.93
JB409847,6549,800,0.403,829,0.965,-0.857
JB409847,6550,798,0.398,829,0.963,-0.906
JB409847,6551,797,0.398,830,0.96,-0.953
JB409847,6552,795,0.398,831,0.957,-1.03
JB409847,6553,792,0.403,831,0.953,-1.1
JB409847,6554,791,0.403,831,0.952,-1.12
JB409847,6555,785,0.408,831,0.945,-1.27
JB409847,6556,783,0.403,831,0.942,-1.32
JB409847,6557,787,0.403,831,0.947,-1.22
JB409847,6558,785,0.398,831,0.945,-1.27
JB409847,6559,788,0.398,831,0.948,-1.19
JB409847,6560,787,0.393,831,0.947,-1.22
JB409847,6561,781,0.393,832,0.939,-1.39
JB409847,6562,781,0.393,832,0.939,-1.39
JB409847,6563,785,0.398,832,0.944,-1.29
JB409847,6564,785,0.393,832,0.944,-1.29
JB409847,6565,783,0.398,834,0.939,-1.38
JB409847,6566,787,0.403,834,0.944,-1.29
JB409847,6567,784,0.408,834,0.94,-1.36
JB409847,6568,781,0.408,834,0.936,-1.43
JB409847,6569,778,0.403,835,0.932,-1.53
JB409847,6570,779,0.398,835,0.933,-1.5
JB409847,6571,775,0.398,835,0.928,-1.6
JB409847,6572,774,0.398,836,0.926,-1.65
JB409847,6573,776,0.398,837,0.927,-1.62
JB409847,6574,776,0.393,837,0.927,-1.62
JB409847,6575,774,0.398,837,0.925,-1.67
JB409847,6576,780,0.398,838,0.931,-1.55
JB409847,6577,777,0.398,838,0.927,-1.62
JB409847,6578,777,0.393,838,0.927,-1.62
JB409847,6579,774,0.393,838,0.924,-1.69
JB409847,6580,773,0.398,838,0.922,-1.72
JB409847,6581,774,0.403,839,0.923,-1.71
JB409847,6582,774,0.403,839,0.923,-1.71
JB409847,6583,774,0.398,839,0.923,-1.71
JB409847,6584,777,0.398,839,0.926,-1.64
JB409847,6585,774,0.398,839,0.923,-1.71
JB409847,6586,774,0.398,839,0.923,-1.71
JB409847,6587,775,0.398,839,0.924,-1.69
JB409847,6588,775,0.398,839,0.924,-1.69
JB409847,6589,777,0.393,840,0.925,-1.66
JB409847,6590,775,0.393,840,0.923,-1.71
JB409847,6591,779,0.398,840,0.927,-1.62
JB409847,6592,780,0.398,841,0.927,-1.61
JB409847,6593,780,0.398,841,0.927,-1.61
JB409847,6594,781,0.393,842,0.928,-1.61
JB409847,6595,782,0.398,842,0.929,-1.59
JB409847,6596,781,0.398,842,0.928,-1.61
JB409847,6597,779,0.398,842,0.925,-1.66
JB409847,6598,781,0.398,843,0.926,-1.63
JB409847,6599,780,0.398,843,0.925,-1.66
JB409847,6600,782,0.403,843,0.928,-1.61
JB409847,6601,777,0.398,843,0.922,-1.73
JB409847,6602,775,0.403,843,0.919,-1.78
JB409847,6603,777,0.403,843,0.922,-1.73
JB409847,6604,781,0.403,843,0.926,-1.63
JB409847,6605,783,0.403,843,0.929,-1.59
JB409847,6606,780,0.398,844,0.924,-1.68
JB409847,6607,781,0.403,844,0.925,-1.66
JB409847,6608,779,0.403,844,0.923,-1.7
JB409847,6609,778,0.408,845,0.921,-1.75
JB409847,6610,781,0.408,845,0.924,-1.68
JB409847,6611,779,0.408,845,0.922,-1.73
JB409847,6612,775,0.408,845,0.917,-1.82
JB409847,6613,778,0.413,846,0.92,-1.77
JB409847,6614,777,0.408,846,0.918,-1.8
JB409847,6615,774,0.403,846,0.915,-1.87
JB409847,6616,776,0.408,846,0.917,-1.82
JB409847,6617,772,0.403,846,0.913,-1.92
JB409847,6618,775,0.403,847,0.915,-1.87
JB409847,6619,776,0.403,847,0.916,-1.84
JB409847,6620,777,0.403,848,0.916,-1.84
JB409847,6621,781,0.408,848,0.921,-1.74
JB409847,6622,785,0.408,848,0.926,-1.65
JB409847,6623,782,0.413,849,0.921,-1.74
JB409847,6624,783,0.413,849,0.922,-1.72
JB409847,6625,789,0.418,850,0.928,-1.6
JB409847,6626,788,0.418,850,0.927,-1.62
JB409847,6627,790,0.418,850,0.929,-1.57
JB409847,6628,789,0.423,850,0.928,-1.6
JB409847,6629,789,0.428,851,0.927,-1.62
JB409847,6630,785,0.433,851,0.922,-1.72
JB409847,6631,776,0.433,851,0.912,-1.93
JB409847,6632,775,0.438,851,0.911,-1.95
JB409847,6633,775,0.438,851,0.911,-1.95
JB409847,6634,773,0.443,851,0.908,-2
JB409847,6635,770,0.443,852,0.904,-2.09
JB409847,6636,767,0.443,852,0.9,-2.16
JB409847,6637,764,0.448,853,0.896,-2.26
JB409847,6638,760,0.453,853,0.891,-2.35
JB409847,6639,759,0.458,853,0.89,-2.37
JB409847,6640,759,0.463,853,0.89,-2.37
JB409847,6641,763,0.463,854,0.893,-2.3
JB409847,6642,761,0.463,855,0.89,-2.37
JB409847,6643,761,0.468,855,0.89,-2.37
JB409847,6644,760,0.473,855,0.889,-2.39
JB409847,6645,758,0.473,855,0.887,-2.44
JB409847,6646,761,0.468,856,0.889,-2.39
JB409847,6647,762,0.468,856,0.89,-2.37
JB409847,6648,759,0.463,857,0.886,-2.46
JB409847,6649,763,0.468,857,0.89,-2.36
JB409847,6650,766,0.473,857,0.894,-2.29
JB409847,6651,768,0.473,857,0.896,-2.25
JB409847,6652,770,0.478,857,0.898,-2.2
JB409847,6653,771,0.483,857,0.9,-2.18
JB409847,6654,774,0.483,857,0.903,-2.1
JB409847,6655,771,0.488,857,0.9,-2.18
JB409847,6656,772,0.483,858,0.9,-2.17
JB409847,6657,777,0.488,858,0.906,-2.06
JB409847,6658,778,0.483,858,0.907,-2.03
JB409847,6659,777,0.483,858,0.906,-2.06
JB409847,6660,776,0.478,858,0.904,-2.08
JB409847,6661,781,0.473,859,0.909,-1.98
JB409847,6662,775,0.478,859,0.902,-2.12
JB409847,6663,774,0.473,859,0.901,-2.15
JB409847,6664,772,0.478,859,0.899,-2.19
JB409847,6665,772,0.483,860,0.898,-2.21
JB409847,6666,769,0.488,862,0.892,-2.33
JB409847,6667,769,0.493,862,0.892,-2.33
JB409847,6668,766,0.498,863,0.888,-2.42
JB409847,6669,766,0.498,866,0.885,-2.48
JB409847,6670,769,0.498,866,0.888,-2.41
JB409847,6671,769,0.493,866,0.888,-2.41
JB409847,6672,768,0.488,866,0.887,-2.43
JB409847,6673,767,0.493,867,0.885,-2.48
JB409847,6674,766,0.493,868,0.882,-2.52
JB409847,6675,766,0.488,869,0.881,-2.54
JB409847,6676,767,0.493,870,0.882,-2.54
JB409847,6677,766,0.488,871,0.879,-2.58
JB409847,6678,758,0.483,872,0.869,-2.79
JB409847,6679,765,0.483,872,0.877,-2.63
JB409847,6680,763,0.483,872,0.875,-2.67
JB409847,6681,761,0.488,872,0.873,-2.72
JB409847,6682,765,0.488,873,0.876,-2.65
JB409847,6683,763,0.488,873,0.874,-2.69
JB409847,6684,771,0.488,873,0.883,-2.51
JB409847,6685,776,0.488,874,0.888,-2.41
JB409847,6686,774,0.493,874,0.886,-2.46
JB409847,6687,777,0.498,874,0.889,-2.39
JB409847,6688,778,0.493,874,0.89,-2.37
JB409847,6689,777,0.488,874,0.889,-2.39
JB409847,6690,779,0.493,874,0.891,-2.34
JB409847,6691,778,0.493,875,0.889,-2.39
JB409847,6692,773,0.493,875,0.883,-2.5
JB409847,6693,772,0.498,875,0.882,-2.53
JB409847,6694,770,0.498,875,0.88,-2.57
JB409847,6695,772,0.498,876,0.881,-2.55
JB409847,6696,772,0.498,876,0.881,-2.55
JB409847,6697,773,0.498,877,0.881,-2.54
JB409847,6698,780,0.498,878,0.888,-2.4
JB409847,6699,780,0.493,878,0.888,-2.4
JB409847,6700,780,0.498,878,0.888,-2.4
JB409847,6701,779,0.493,878,0.887,-2.43
JB409847,6702,781,0.493,879,0.889,-2.4
JB409847,6703,778,0.493,879,0.885,-2.47
JB409847,6704,779,0.498,879,0.886,-2.45
JB409847,6705,777,0.502,880,0.883,-2.51
JB409847,6706,778,0.498,880,0.884,-2.49
JB409847,6707,776,0.498,880,0.882,-2.53
JB409847,6708,777,0.498,880,0.883,-2.51
JB409847,6709,775,0.502,880,0.881,-2.56
JB409847,6710,776,0.498,881,0.881,-2.55
JB409847,6711,776,0.502,881,0.881,-2.55
JB409847,6712,777,0.502,881,0.882,-2.53
JB409847,6713,779,0.498,881,0.884,-2.49
JB409847,6714,774,0.498,881,0.879,-2.6
JB409847,6715,780,0.498,881,0.885,-2.46
JB409847,6716,781,0.498,881,0.886,-2.44
JB409847,6717,782,0.502,882,0.887,-2.44
JB409847,6718,792,0.502,882,0.898,-2.21
JB409847,6719,793,0.507,882,0.899,-2.19
JB409847,6720,796,0.502,882,0.902,-2.12
JB409847,6721,799,0.502,882,0.906,-2.05
JB409847,6722,797,0.507,883,0.903,-2.12
JB409847,6723,798,0.512,883,0.904,-2.09
JB409847,6724,803,0.507,884,0.908,-2
JB409847,6725,803,0.507,884,0.908,-2
JB409847,6726,802,0.512,884,0.907,-2.02
JB409847,6727,800,0.517,884,0.905,-2.07
JB409847,6728,803,0.517,884,0.908,-2
JB409847,6729,799,0.522,885,0.903,-2.11
JB409847,6730,802,0.527,885,0.906,-2.04
JB409847,6731,802,0.522,885,0.906,-2.04
JB409847,6732,805,0.522,885,0.91,-1.97
JB409847,6733,810,0.517,885,0.915,-1.86
JB409847,6734,812,0.522,885,0.918,-1.81
JB409847,6735,809,0.522,885,0.914,-1.88
JB409847,6736,811,0.517,885,0.916,-1.84
JB409847,6737,813,0.517,885,0.919,-1.79
JB409847,6738,807,0.517,885,0.912,-1.93
JB409847,6739,809,0.512,886,0.913,-1.9
JB409847,6740,809,0.512,886,0.913,-1.9
JB409847,6741,808,0.512,886,0.912,-1.93
JB409847,6742,811,0.517,886,0.915,-1.86
JB409847,6743,810,0.517,886,0.914,-1.88
JB409847,6744,814,0.522,887,0.918,-1.81
JB409847,6745,816,0.522,887,0.92,-1.77
JB409847,6746,817,0.522,887,0.921,-1.74
JB409847,6747,818,0.522,887,0.922,-1.72
JB409847,6748,819,0.522,888,0.922,-1.72
JB409847,6749,819,0.522,888,0.922,-1.72
JB409847,6750,821,0.517,888,0.925,-1.67
JB409847,6751,821,0.522,888,0.925,-1.67
JB409847,6752,823,0.517,889,0.926,-1.65
JB409847,6753,821,0.517,889,0.924,-1.69
JB409847,6754,822,0.512,889,0.925,-1.67
JB409847,6755,826,0.517,889,0.929,-1.58
JB409847,6756,829,0.512,890,0.931,-1.53
JB409847,6757,830,0.512,890,0.933,-1.51
JB409847,6758,832,0.512,890,0.935,-1.47
JB409847,6759,831,0.517,891,0.933,-1.51
JB409847,6760,831,0.517,891,0.933,-1.51
JB409847,6761,831,0.522,891,0.933,-1.51
JB409847,6762,831,0.522,891,0.933,-1.51
JB409847,6763,831,0.527,892,0.932,-1.53
JB409847,6764,831,0.522,892,0.932,-1.53
JB409847,6765,835,0.522,892,0.936,-1.44
JB409847,6766,837,0.522,892,0.938,-1.39
JB409847,6767,839,0.522,892,0.941,-1.35
JB409847,6768,843,0.517,892,0.945,-1.26
JB409847,6769,844,0.517,892,0.946,-1.24
JB409847,6770,845,0.522,893,0.946,-1.24
JB409847,6771,846,0.527,893,0.947,-1.21
JB409847,6772,848,0.527,893,0.95,-1.17
JB409847,6773,845,0.527,893,0.946,-1.24
JB409847,6774,843,0.527,893,0.944,-1.28
JB409847,6775,843,0.532,893,0.944,-1.28
JB409847,6776,842,0.527,894,0.942,-1.32
JB409847,6777,837,0.532,894,0.936,-1.44
JB409847,6778,839,0.527,895,0.937,-1.41
JB409847,6779,838,0.527,895,0.936,-1.44
JB409847,6780,837,0.532,895,0.935,-1.46
JB409847,6781,838,0.527,895,0.936,-1.44
JB409847,6782,839,0.522,895,0.937,-1.41
JB409847,6783,839,0.522,896,0.936,-1.43
JB409847,6784,840,0.522,896,0.938,-1.41
JB409847,6785,840,0.517,896,0.938,-1.41
JB409847,6786,846,0.522,896,0.944,-1.28
JB409847,6787,848,0.527,896,0.946,-1.23
JB409847,6788,846,0.527,896,0.944,-1.28
JB409847,6789,845,0.527,896,0.943,-1.3
JB409847,6790,847,0.532,896,0.945,-1.25
JB409847,6791,851,0.527,896,0.95,-1.16
JB409847,6792,852,0.522,896,0.951,-1.14
JB409847,6793,854,0.527,896,0.953,-1.1
JB409847,6794,856,0.522,897,0.954,-1.07
JB409847,6795,858,0.527,897,0.957,-1.03
JB409847,6796,858,0.527,897,0.957,-1.03
JB409847,6797,858,0.532,897,0.957,-1.03
JB409847,6798,858,0.527,897,0.957,-1.03
JB409847,6799,857,0.532,897,0.955,-1.05
JB409847,6800,860,0.532,897,0.959,-0.983
JB409847,6801,866,0.532,897,0.965,-0.848
JB409847,6802,866,0.537,897,0.965,-0.848
JB409847,6803,867,0.532,897,0.967,-0.826
JB409847,6804,873,0.532,897,0.973,-0.691
JB409847,6805,874,0.537,898,0.973,-0.69
JB409847,6806,875,0.537,898,0.974,-0.668
JB409847,6807,874,0.542,898,0.973,-0.69
JB409847,6808,882,0.537,898,0.982,-0.511
JB409847,6809,881,0.532,898,0.981,-0.533
JB409847,6810,880,0.532,898,0.98,-0.556
JB409847,6811,883,0.527,899,0.982,-0.51
JB409847,6812,886,0.522,899,0.986,-0.443
JB409847,6813,885,0.527,899,0.984,-0.466
JB409847,6814,887,0.522,899,0.987,-0.421
JB409847,6815,885,0.522,900,0.983,-0.488
JB409847,6816,881,0.522,900,0.979,-0.577
JB409847,6817,884,0.517,900,0.982,-0.51
JB409847,6818,885,0.517,900,0.983,-0.488
JB409847,6819,887,0.512,900,0.986,-0.443
JB409847,6820,889,0.512,900,0.988,-0.398
JB409847,6821,891,0.512,901,0.989,-0.375
JB409847,6822,889,0.512,901,0.987,-0.42
JB409847,6823,885,0.512,901,0.982,-0.51
JB409847,6824,882,0.507,901,0.979,-0.577
JB409847,6825,886,0.512,901,0.983,-0.487
JB409847,6826,889,0.507,902,0.986,-0.442
JB409847,6827,888,0.502,902,0.984,-0.464
JB409847,6828,886,0.502,902,0.982,-0.509
JB409847,6829,889,0.502,902,0.986,-0.442
JB409847,6830,887,0.502,902,0.983,-0.487
JB409847,6831,891,0.502,902,0.988,-0.397
JB409847,6832,890,0.498,902,0.987,-0.42
JB409847,6833,892,0.498,903,0.988,-0.397
JB409847,6834,896,0.493,903,0.992,-0.308
JB409847,6835,895,0.488,903,0.991,-0.33
JB409847,6836,905,0.488,903,1,-0.107
JB409847,6837,907,0.493,903,1,-0.0622
JB409847,6838,907,0.488,903,1,-0.0622
JB409847,6839,915,0.483,903,1.01,0.116
JB409847,6840,914,0.483,903,1.01,0.0941
